XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	ExternalEvaluation	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
126375	100023221	2017-05-31	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
126376	100023221	2017-06-06	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
126381	100023221	2017-07-04	7	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
126393	100023221	2017-09-14	9	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
126485	100023227	2017-06-12	6	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
126503	100023228	2017-05-15	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
126552	100023230	2017-07-03	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126566	100023231	2017-05-12	5	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126567	100023231	2017-05-26	5	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126569	100023231	2017-06-23	6	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126579	100023232	2017-07-03	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126607	100023234	2017-05-15	5	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
126608	100023234	2017-05-29	6	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
126609	100023234	2017-06-12	6	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
126611	100023236	2017-05-02	5	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
126613	100023236	2017-05-16	5	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
126617	100023236	2017-06-13	6	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
126630	100023237	2017-07-03	7	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
126632	100023238	2017-05-15	5	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
126633	100023238	2017-05-29	6	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
126634	100023238	2017-06-12	6	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
126636	100023238	2017-07-10	7	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
126641	100023239	2017-05-08	5	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126642	100023239	2017-05-22	5	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126645	100023239	2017-07-03	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126646	100023241	2017-05-09	5	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126647	100023241	2017-05-23	5	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126648	100023241	2017-06-06	6	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
126660	100023242	2017-07-19	7	1	0	0	Employee 30	Team 5				 	 	 	 	 	 	 
126686	100023243	2017-05-20	5	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
126688	100023243	2017-06-16	6	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
126710	100023244	2017-07-03	7	1	0	0	Employee 15	Team 8				 	 	 	 	 	 	 
126737	100023246	2017-05-31	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
126739	100023246	2017-06-06	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
126743	100023246	2017-07-03	7	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
126762	100023246	2017-11-07	11	1	0	0	Employee 14	Team 8		66.419	54.266999999999996	 	 	 	 	 	 	 
126786	100023248	2017-11-29	12	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
126843	100023255	2017-07-04	7	1	0	0	Employee 16	Team 8				 	 	 	 	 	 	 
126927	100023266	2017-07-04	7	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
126942	100023266	2017-10-17	10	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
126946	100023266	2017-11-14	11	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
126975	100023267	2017-09-12	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
126991	100023270	2017-05-09	5	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
126996	100023270	2017-07-04	7	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
126997	100023271	2017-05-09	5	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
126998	100023271	2017-05-23	5	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
127000	100023271	2017-06-20	6	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
127001	100023271	2017-07-04	7	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
127013	100023272	2017-07-04	7	1	0	0	Employee 57	Team 7				 	 	 	 	 	 	 
127042	100023273	2017-05-03	5	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
127091	100023277	2017-05-29	6	1	0	0	Employee 37	Team 6				 	 	 	 	 	 	 
127122	100023288	2017-07-03	7	1	0	0	Employee 11	Team 9				 	 	 	 	 	 	 
127127	100023291	2017-07-03	7	1	0	0	Employee 6	Team 8				 	 	 	 	 	 	 
127151	100023292	2017-07-04	7	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
127181	100023298	2017-07-03	7	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
127182	100023300	2017-05-10	5	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
127216	100023302	2017-07-26	7	1	0	0	Employee 65	Team 12				 	 	 	 	 	 	 
127257	100023304	2017-05-09	5	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
127259	100023304	2017-05-24	5	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
127260	100023304	2017-06-06	6	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
127262	100023304	2017-07-04	7	1	0	0	Employee 33	Team 10				 	 	 	 	 	 	 
127282	100023309	2017-08-03	8	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
127283	100023309	2017-08-17	8	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
127324	100023311	2017-10-20	10	1	0	0	Employee 37	Team 6				 	 	 	 	 	 	 
127359	100023314	2017-06-06	6	1	0	0	Employee 11	Team 9				 	 	 	 	 	 	 
127360	100023314	2017-06-12	6	1	0	0	Employee 11	Team 9				 	 	 	 	 	 	 
127361	100023314	2017-06-19	6	1	0	0	Employee 11	Team 9				 	 	 	 	 	 	 
127363	100023314	2017-07-03	7	1	0	0	Employee 11	Team 9				 	 	 	 	 	 	 
127378	100023316	2017-06-06	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
127379	100023316	2017-06-13	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
127381	100023316	2017-06-27	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
127382	100023316	2017-07-04	7	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
127388	100023317	2017-07-11	7	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
127390	100023318	2017-05-12	5	1	0	0	Employee 15	Team 8				 	 	 	 	 	 	 
127428	100023320	2017-07-03	7	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
127468	100023324	2017-07-03	7	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
127569	100023334	2017-05-04	5	1	0	0	Employee 64	Team 12				 	 	 	 	 	 	 
127571	100023334	2017-05-18	5	1	0	0	Employee 64	Team 12				 	 	 	 	 	 	 
127575	100023334	2017-06-15	6	1	0	0	Employee 64	Team 12				 	 	 	 	 	 	 
127576	100023334	2017-06-22	6	1	0	0	Employee 64	Team 12				 	 	 	 	 	 	 
127577	100023334	2017-06-29	6	1	0	0	Employee 64	Team 12				 	 	 	 	 	 	 
127595	100023335	2017-06-15	6	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
127617	100023337	2017-05-02	5	1	0	0	Employee 47	Team 4				 	 	 	 	 	 	 
127631	100023340	2017-06-01	6	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
127681	100023343	2017-07-03	7	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
127736	100023345	2017-08-15	8	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
127768	100023346	2017-06-28	6	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
127774	100023346	2017-08-09	8	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
127775	100023346	2017-08-16	8	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
127778	100023346	2017-09-06	9	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
127779	100023346	2017-09-13	9	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
127781	100023346	2017-09-27	9	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
127792	100023346	2017-12-13	12	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
127793	100023346	2017-12-20	12	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
127807	100023373	2017-05-23	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
127873	100023377	2017-07-20	7	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
127893	100023379	2017-08-17	8	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
127931	100023380	2017-08-14	8	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
127932	100023380	2017-08-21	8	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
128005	100023382	2017-06-06	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
128006	100023382	2017-06-07	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
128007	100023382	2017-06-13	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
128009	100023382	2017-06-27	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
128010	100023382	2017-07-04	7	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
128052	100023385	2017-10-31	11	1	0	0	Employee 67	Team 12				 	 	 	 	 	 	 
128053	100023385	2017-11-02	11	1	0	0	Employee 67	Team 12				 	 	 	 	 	 	 
128054	100023385	2017-11-09	11	1	0	0	Employee 67	Team 12				 	 	 	 	 	 	 
128056	100023385	2017-11-16	11	1	0	0	Employee 67	Team 12				 	 	 	 	 	 	 
128057	100023385	2017-11-23	11	1	0	0	Employee 67	Team 12				 	 	 	 	 	 	 
128062	100023385	2017-12-21	12	1	0	0	Employee 67	Team 12				 	 	 	 	 	 	 
128063	100023385	2017-12-28	12	1	0	0	Employee 67	Team 12				 	 	 	 	 	 	 
128072	100023389	2017-05-15	5	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128073	100023389	2017-05-29	6	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128074	100023389	2017-06-12	6	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128077	100023389	2017-07-28	7	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128081	100023389	2017-09-22	9	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128091	100023390	2017-07-03	7	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
128093	100023391	2017-05-08	5	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
128097	100023393	2017-07-19	7	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
128140	100023394	2017-07-03	7	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
128150	100023394	2017-09-07	9	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
128162	100023394	2017-11-30	12	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
128165	100023394	2017-12-21	12	1	0	0	Employee 28	Team 5				 	 	 	 	 	 	 
128185	100023396	2017-09-14	9	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
128186	100023396	2017-09-28	9	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
128187	100023396	2017-10-12	10	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
128188	100023396	2017-10-26	10	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
128189	100023396	2017-11-09	11	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
128190	100023396	2017-11-23	11	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
128191	100023396	2017-12-07	12	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
128192	100023396	2017-12-21	12	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
128194	100023398	2017-05-04	5	1	0	0	Employee 63	Team 12				 	 	 	 	 	 	 
128222	100023400	2017-07-03	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
128300	100023403	2017-07-04	7	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128315	100023403	2017-10-17	10	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128319	100023403	2017-11-14	11	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128322	100023403	2017-12-05	12	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128357	100023406	2017-07-06	7	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
128360	100023408	2017-05-10	5	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
128369	100023409	2017-05-10	5	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
128392	100023410	2017-07-26	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
128411	100023410	2017-11-29	12	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
128413	100023410	2017-12-13	12	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
128414	100023410	2017-12-20	12	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
128416	100023412	2017-05-10	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
128417	100023412	2017-05-17	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
128421	100023412	2017-06-14	6	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
128463	100023413	2017-10-31	11	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128465	100023413	2017-11-28	12	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128466	100023413	2017-12-12	12	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128468	100023413	2017-12-26	12	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128514	100023416	2017-05-03	5	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
128520	100023416	2017-06-14	6	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
128522	100023416	2017-06-22	6	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
128524	100023416	2017-07-04	7	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
128563	100023417	2017-07-19	7	1	0	0	Employee 11	Team 9				 	 	 	 	 	 	 
128568	100023417	2017-08-17	8	1	0	0	Employee 11	Team 9				 	 	 	 	 	 	 
128588	100023418	2017-10-30	11	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128592	100023418	2017-11-27	12	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128593	100023418	2017-12-04	12	1	0	0	Employee 34	Team 6				 	 	 	 	 	 	 
128630	100023422	2017-09-14	9	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128631	100023422	2017-09-21	9	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128635	100023422	2017-10-19	10	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128637	100023422	2017-11-02	11	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128639	100023422	2017-11-16	11	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128642	100023422	2017-12-07	12	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128643	100023422	2017-12-14	12	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128644	100023422	2017-12-21	12	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
128679	100023425	2017-12-19	12	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
128704	100023427	2017-05-23	5	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
128727	100023431	2017-07-25	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
128732	100023432	2017-06-08	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
128832	100023437	2017-07-03	7	1	0	0	Employee 48	Team 4				 	 	 	 	 	 	 
128842	100023439	2017-07-03	7	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
128844	100023440	2017-05-11	5	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
128865	100023440	2017-09-28	9	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
128867	100023440	2017-10-12	10	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
128871	100023442	2017-07-11	7	1	0	0	Employee 31	Team 10				 	 	 	 	 	 	 
128877	100023443	2017-07-04	7	1	0	0	Employee 9	Team 9				 	 	 	 	 	 	 
128880	100023445	2017-05-31	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
128882	100023445	2017-06-28	6	1	0	0	Employee 14	Team 8				 	 	 	 	 	 	 
128884	100023446	2017-05-08	5	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
128885	100023446	2017-05-15	5	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
128886	100023446	2017-05-22	5	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
128887	100023446	2017-05-29	6	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
128888	100023446	2017-06-05	6	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
128889	100023446	2017-06-12	6	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
128890	100023446	2017-06-19	6	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
128892	100023446	2017-07-03	7	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
128976	100023450	2017-07-03	7	1	0	0	Employee 64	Team 12				 	 	 	 	 	 	 
129044	100023454	2017-11-24	11	1	0	0	Employee 21	Team 13				 	 	 	 	 	 	 
129059	100023455	2017-07-04	7	1	0	0	Employee 10	Team 9				 	 	 	 	 	 	 
129094	100023456	2017-07-04	7	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129096	100023456	2017-07-18	7	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129098	100023456	2017-07-25	7	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129100	100023456	2017-08-01	8	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129101	100023456	2017-08-08	8	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129104	100023456	2017-08-29	9	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129118	100023456	2017-11-28	12	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129119	100023456	2017-12-05	12	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129121	100023456	2017-12-19	12	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129122	100023456	2017-12-26	12	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
129133	100023458	2017-07-03	7	1	0	0	Employee 49	Team 4				 	 	 	 	 	 	 
129143	100023460	2017-07-04	7	1	0	0	Employee 16	Team 8				 	 	 	 	 	 	 
129172	100023461	2017-06-06	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
129173	100023461	2017-06-09	6	1	0	0	Employee 12	Team 9				 	 	 	 	 	 	 
129240	100023463	2017-11-02	11	1	0	0	Employee 64	Team 12				 	 	 	 	 	 	 
129282	100023465	2017-11-08	11	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
129285	100023465	2017-11-29	12	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
129473	100023476	2017-06-13	6	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
129475	100023476	2017-07-05	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
129476	100023476	2017-07-19	7	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
129479	100023476	2017-08-30	9	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
129480	100023476	2017-09-13	9	1	0	0	Employee 39	Team 6				 	 	 	 	 	 	 
129487	100023477	2017-06-06	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
129488	100023477	2017-06-12	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
129489	100023477	2017-06-19	6	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
129491	100023477	2017-07-03	7	1	0	0	Employee 8	Team 9				 	 	 	 	 	 	 
129508	100023479	2017-05-03	5	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
129509	100023479	2017-05-10	5	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
129538	100023479	2017-11-24	11	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
129539	100023479	2017-12-01	12	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
129612	100023486	2017-08-03	8	1	0	0	Employee 37	Team 6				 	 	 	 	 	 	 
129653	100023488	2017-09-12	9	1	0	0	Employee 51	Team 2				 	 	 	 	 	 	 
129718	100023490	2017-10-25	10	1	0	0	Employee 70	Team 3				 	 	 	 	 	 	 
129747	100023491	2017-09-27	9	1	0	0	Employee 4	Team 10				 	 	 	 	 	 	 
129749	100023491	2017-10-04	10	1	0	0	Employee 4	Team 10				 	 	 	 	 	 	 
129751	100023491	2017-10-12	10	1	0	0	Employee 4	Team 10				 	 	 	 	 	 	 
129776	100023492	2017-07-03	7	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
129788	100023492	2017-09-25	9	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
129789	100023492	2017-10-02	10	1	0	0	Employee 35	Team 6				 	 	 	 	 	 	 
129856	100023496	2017-05-29	6	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
129906	100023504	2017-07-04	7	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
129907	100023504	2017-07-25	7	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
129908	100023504	2017-08-08	8	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
129912	100023504	2017-10-03	10	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
129914	100023504	2017-10-31	11	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
129915	100023504	2017-11-14	11	1	0	0	Employee 25	Team 11				 	 	 	 	 	 	 
129933	100023507	2017-06-22	6	1	0	0	Employee 11	Team 9				 	 	 	 	 	 	 
129990	100023509	2017-05-09	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
129991	100023509	2017-05-16	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
129992	100023509	2017-05-23	5	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
129993	100023509	2017-05-29	6	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
129994	100023509	2017-06-05	6	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
129995	100023509	2017-06-12	6	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
129996	100023509	2017-06-19	6	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
129998	100023509	2017-07-03	7	1	0	0	Employee 20	Team 13				 	 	 	 	 	 	 
130049	100023516	2017-05-29	6	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
130054	100023517	2017-05-29	6	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
130059	100023518	2017-05-25	5	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
130060	100023519	2017-05-02	5	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
130104	100023521	2017-07-19	7	1	0	0	Employee 11	Team 9				 	 	 	 	 	 	 
130140	100023523	2017-05-29	6	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
130171	100023525	2017-11-30	12	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
130219	100023529	2017-07-03	7	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
130281	100023533	2017-11-29	12	1	0	0	Employee 24	Team 11				 	 	 	 	 	 	 
130306	100023535	2017-07-03	7	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
130307	100023535	2017-07-04	7	1	0	0	Employee 58	Team 7				 	 	 	 	 	 	 
130338	100023536	2017-05-23	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
130342	100023537	2017-05-05	5	1	0	0	Employee 37	Team 6				 	 	 	 	 	 	 
130354	100023538	2017-06-14	6	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
130365	100023539	2017-06-28	6	1	0	0	Employee 26	Team 5		41.457	33.352	 	 	 	 	 	 	 
130382	100023539	2017-10-13	10	1	0	0	Employee 26	Team 5				 	 	 	 	 	 	 
130430	100023544	2017-05-03	5	1	0	0	Employee 19	Team 13				 	 	 	 	 	 	 
130448	100023545	2017-07-03	7	1	0	0	Employee 18	Team 13				 	 	 	 	 	 	 
130499	100023547	2017-07-03	7	1	0	0	Employee 45	Team 4				 	 	 	 	 	 	 
130509	100023548	2017-07-03	7	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
130519	100023549	2017-07-03	7	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
130520	100023550	2017-05-02	5	1	0	0	Employee 61	Team 7				 	 	 	 	 	 	 
130556	100023557	2017-05-23	5	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
130559	100023557	2017-07-04	7	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
130560	100023557	2017-07-05	7	1	0	0	Employee 40	Team 6				 	 	 	 	 	 	 
130570	100023558	2017-07-03	7	1	0	0	Employee 27	Team 5				 	 	 	 	 	 	 
130645	100023565	2017-12-04	12	1	0	0	Employee 56	Team 11				 	 	 	 	 	 	 
130668	100023567	2017-10-10	10	1	0	0	Employee 68	Team 3				 	 	 	 	 	 	 
130669	100023567	2017-10-24	10	1	0	0	Employee 68	Team 3				 	 	 	 	 	 	 
130680	100023569	2017-05-03	5	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
130745	100023571	2017-07-03	7	1	0	0	Employee 22	Team 13				 	 	 	 	 	 	 
130790	100023572	2017-12-05	12	1	0	0	Employee 70	Team 3				 	 	 	 	 	 	 
130808	100023573	2017-08-24	8	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
130814	100023573	2017-09-28	9	1	0	0	Employee 55	Team 11				 	 	 	 	 	 	 
130854	100023575	2017-05-09	5	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
130855	100023575	2017-05-16	5	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
130857	100023575	2017-05-30	6	1	0	0	Employee 38	Team 6				 	 	 	 	 	 	 
130890	100023576	2017-05-04	5	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
130893	100023576	2017-06-15	6	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
130894	100023576	2017-06-29	6	1	0	0	Employee 46	Team 4				 	 	 	 	 	 	 
130913	100023578	2017-07-03	7	1	0	0	Employee 23	Team 11				 	 	 	 	 	 	 
130948	100023581	2017-10-06	10	1	0	0	Employee 4	Team 10				 	 	 	 	 	 	 
130983	100023583	2017-05-07	5	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
130990	100023583	2017-05-21	5	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
130997	100023583	2017-06-04	6	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
131003	100023583	2017-06-17	6	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
131010	100023583	2017-07-03	7	1	0	0	Employee 3	Team 10				 	 	 	 	 	 	 
